"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3","PP Hafenmarkt","TG Hafenmarkt","Halle Münsterland P1"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)","(103)","(350)","(212)"
"2026-05-08 00:00","ges",658,"ges",361,"ges","ges","ges",667,"ges",159,170,247,143,289,168,500,356,"ges","ges",145
"2026-05-08 00:15","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,247,147,290,168,500,357,"ges","ges",145
"2026-05-08 00:30","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,147,290,168,500,357,"ges","ges",145
"2026-05-08 00:45","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,149,290,167,500,357,"ges","ges",145
"2026-05-08 01:00","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,151,290,167,500,357,"ges","ges",145
"2026-05-08 01:15","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,153,291,167,500,358,"ges","ges",145
"2026-05-08 01:30","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,153,291,167,500,358,"ges","ges",145
"2026-05-08 01:45","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,153,291,167,500,358,"ges","ges",145
"2026-05-08 02:00","ges",658,"ges",362,"ges","ges","ges",668,"ges",159,170,248,153,291,167,500,358,"ges","ges",145
"2026-05-08 02:15","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,291,167,500,358,"ges","ges",145
"2026-05-08 02:30","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,291,167,500,358,"ges","ges",145
"2026-05-08 02:45","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,292,168,500,358,"ges","ges",145
"2026-05-08 03:00","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,292,168,500,358,"ges","ges",145
"2026-05-08 03:15","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,292,168,500,358,"ges","ges",145
"2026-05-08 03:30","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,292,168,500,358,"ges","ges",145
"2026-05-08 03:45","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,292,168,500,359,"ges","ges",145
"2026-05-08 04:00","ges",658,"ges",363,"ges","ges","ges",668,"ges",159,170,248,153,292,168,500,359,"ges","ges",145
